,Name,Y0,X0,Y1,X1,Confidence,Class
2912,r_272_03,2,12,109,70,1.00,single
2913,r_272_04,10,3,110,58,1.00,single
2914,r_272_05,4,7,124,65,1.00,single
2915,r_272_06,3,2,133,70,1.00,single
2916,r_272_07,0,16,121,75,1.00,single
2917,r_272_08,1,7,120,83,1.00,single
2918,r_272_09,10,10,120,62,1.00,single
2919,r_272_10,6,5,116,64,1.00,single
2920,r_273_01,20,14,122,75,1.00,single
2921,r_273_02,9,4,111,82,1.00,single
2922,r_273_03,4,9,110,92,1.00,single
2923,r_273_04,4,6,123,78,1.00,single
2924,r_274_01,5,1,117,95,1.00,single
2925,r_275_01,8,13,117,80,1.00,single
2926,r_275_02,6,4,120,75,1.00,single
2927,r_275_03,10,4,95,84,1.00,single
2928,r_275_04,8,10,114,72,1.00,single
2929,r_275_05,7,0,120,75,1.00,single
2930,r_275_06,1,2,119,85,1.00,single
2931,r_275_07,0,5,121,84,1.00,single
2932,r_275_08,0,7,123,61,1.00,single
2933,r_275_09,4,7,132,68,1.00,single
2934,r_275_10,4,16,114,93,1.00,single
2935,r_275_11,1,11,121,72,1.00,single
2936,r_275_12,2,18,121,67,1.00,single
2937,r_275_13,4,7,123,77,1.00,single
2938,r_275_14,0,0,121,83,1.00,single
2939,r_275_15,2,3,121,65,1.00,single
2940,r_275_16,2,0,122,89,0.97,single
2941,r_275_17,3,2,125,68,1.00,single
2942,r_275_18,6,3,122,75,1.00,single
2943,r_275_19,5,0,119,89,1.00,single
2944,r_275_20,2,0,119,92,1.00,single
2945,r_275_21,0,9,126,64,1.00,single
2946,r_276_01,3,9,120,73,1.00,single
2947,r_276_02,0,6,112,69,0.95,single
2948,r_276_03,6,11,130,69,1.00,single
2949,r_276_04,3,10,121,57,1.00,single
2950,r_276_05,2,1,131,58,1.00,single
2951,r_276_06,1,5,132,64,1.00,single
2952,r_276_07,3,13,125,60,1.00,single
2953,r_276_08,2,6,130,83,1.00,single
2954,r_276_09,6,6,128,84,1.00,single
2955,r_279_01,3,7,124,76,0.99,single
2956,r_279_02,14,0,114,87,0.97,single
2957,r_279_03,2,7,128,73,1.00,single
2958,r_279_04,0,5,122,53,1.00,single
2959,r_279_05,1,11,123,72,1.00,single
2960,r_279_06,0,9,118,72,1.00,single
2961,r_279_07,4,0,124,53,1.00,single
2962,r_279_08,0,9,127,51,0.98,single
2963,r_279_09,1,6,125,75,1.00,single
2964,r_279_10,0,3,130,55,1.00,single
2965,r_279_11,6,1,110,92,1.00,single
2966,r_279_12,2,5,122,71,1.00,single
2967,r_279_13,1,6,118,86,1.00,single
2968,r_279_14,5,1,122,81,1.00,single
2969,r_279_15,8,2,115,95,1.00,single
2970,r_279_16,7,10,127,50,1.00,single
2971,r_280_01,0,12,132,86,1.00,single
2972,r_280_02,0,0,126,75,1.00,single
2973,r_280_03,11,7,117,71,1.00,single
2974,r_280_04,0,5,123,80,1.00,single
2975,r_280_05,2,10,126,80,1.00,single
2976,r_280_06,0,5,123,87,1.00,single
2977,r_280_07,3,7,123,103,1.00,single
2978,r_280_08,1,17,119,91,1.00,single
2979,r_280_09,11,1,85,94,0.99,single
2980,r_280_10,3,5,124,89,1.00,single
2981,r_280_11,3,2,120,82,1.00,single
2982,r_280_12,26,15,113,95,0.99,single
2983,r_280_14,2,16,105,83,0.95,single
2984,r_280_15,3,5,128,66,1.00,single
2985,r_280_16,5,2,117,99,1.00,single
2986,r_280_17,8,7,111,67,0.99,single
2987,r_280_18,6,8,119,67,1.00,single
2988,r_280_19,12,8,87,95,0.99,single
2989,r_280_20,7,12,123,92,1.00,single
2990,r_280_21,12,6,125,58,1.00,single
2991,r_281_01,5,8,113,90,1.00,single
2992,r_281_02,1,6,99,113,1.00,single
2993,r_281_03,1,7,85,104,1.00,single
2994,r_281_04,3,0,92,90,1.00,single
2995,r_281_05,3,12,104,107,1.00,single
2996,r_281_06,3,0,98,109,1.00,single
2997,r_281_07,6,12,86,120,1.00,single
2998,r_281_08,2,2,88,118,1.00,single
2999,r_281_09,1,5,96,111,1.00,single
3000,r_281_10,1,5,103,99,1.00,single
3001,r_282_01,7,6,102,122,1.00,single
3002,r_282_02,15,3,122,96,1.00,single
3003,r_282_03,3,8,117,97,1.00,single
3004,r_282_04,10,0,69,112,1.00,single
3005,r_282_05,23,13,102,97,1.00,single
3006,r_282_06,16,8,112,101,1.00,single
3007,r_282_07,5,5,120,90,1.00,single
3008,r_282_08,6,16,122,101,1.00,single
3009,r_282_09,12,6,116,104,1.00,single
3010,r_282_10,6,5,109,108,1.00,single
3011,r_282_11,10,8,91,107,1.00,single
3012,r_282_12,10,4,102,104,1.00,single
3013,r_282_13,14,0,112,94,1.00,single
3014,r_282_14,6,3,103,103,1.00,single
3015,r_282_15,11,4,101,104,1.00,single
3016,r_282_16,1,8,125,78,1.00,single
3017,r_282_17,5,9,110,107,1.00,single
3018,r_282_18,8,14,113,86,1.00,single
3019,r_282_19,17,5,112,99,1.00,single
3020,r_282_20,8,7,109,105,1.00,single
3021,r_282_21,15,15,95,86,1.00,single
3022,r_282_22,13,3,113,89,1.00,single
3023,r_282_23,16,5,114,76,1.00,single
3024,r_282_24,21,12,110,92,1.00,single
3025,r_283_01,1,0,108,115,1.00,single
3026,r_283_02,0,0,125,84,0.89,single
3027,r_284_01,6,5,118,85,1.00,single
3028,r_284_02,5,9,116,87,1.00,single
3029,r_284_03,7,2,109,100,1.00,single
3030,r_284_04,1,9,119,84,1.00,single
3031,r_284_05,13,9,124,86,1.00,single
3032,r_284_06,3,3,107,109,1.00,single
3033,r_284_07,2,12,159,88,1.00,single
3034,r_284_08,2,7,120,96,1.00,single
3035,r_284_09,10,4,126,75,1.00,single
3036,r_284_10,0,5,116,99,1.00,single
3037,r_285_01,1,6,121,70,1.00,single
3038,r_285_02,5,3,128,60,1.00,single
3039,r_285_03,4,12,121,63,0.99,single
3040,r_285_04,0,3,124,78,1.00,single
3041,r_285_05,8,9,119,88,1.00,single
3042,r_285_06,12,6,125,74,1.00,single
3043,r_285_07,2,5,115,99,1.00,single
3044,r_285_08,0,0,117,98,1.00,single
3045,r_285_09,27,18,97,71,0.98,single
3046,r_285_10,12,14,118,91,1.00,single
3047,r_285_11,0,7,120,52,1.00,single
3048,r_285_12,2,1,125,86,1.00,single
3049,r_285_13,5,15,117,82,1.00,single
3050,r_285_14,4,1,118,98,1.00,single
3051,r_285_15,4,7,129,53,1.00,single
3052,r_285_16,4,3,128,69,1.00,single
3053,r_285_17,10,6,126,68,1.00,single
3054,r_285_18,9,10,116,72,0.99,single
3055,r_285_19,3,0,120,64,1.00,single
3056,r_285_20,4,4,132,64,1.00,single
3057,r_285_21,2,3,125,66,1.00,single
3058,r_286_01,7,7,115,98,1.00,single
3059,r_286_02,3,1,115,92,1.00,single
3060,r_286_03,7,0,121,105,1.00,single
3061,r_286_04,7,5,105,113,1.00,single
3062,r_286_05,3,3,116,122,1.00,single
3063,r_286_06,1,0,124,101,1.00,single
3064,r_286_07,1,3,114,116,1.00,single
3065,r_286_08,2,12,110,88,1.00,single
3066,r_286_09,2,0,110,128,1.00,single
3067,r_286_10,7,0,114,93,1.00,single
3068,r_286_11,0,13,92,98,0.99,single
3069,r_287_01,4,0,131,65,1.00,single
3070,r_287_02,6,10,114,62,1.00,single
3071,r_287_03,0,7,114,81,1.00,single
3072,r_287_04,4,10,125,66,1.00,single
3073,r_287_05,5,7,124,68,1.00,single
3074,r_287_06,7,12,118,64,1.00,single
3075,r_287_07,28,26,111,73,0.99,single
3076,r_287_08,1,3,122,67,1.00,single
3077,r_287_09,14,7,116,53,1.00,single
3078,r_287_10,4,4,106,98,1.00,single
3079,r_287_11,6,6,119,65,1.00,single
3080,r_287_12,5,3,128,75,1.00,single
3081,r_287_13,0,5,123,57,1.00,single
3082,r_287_14,7,0,115,54,1.00,single
3083,r_287_15,4,3,120,54,1.00,single
3084,r_287_16,0,10,118,60,1.00,single
3085,r_287_17,12,5,126,60,1.00,single
3086,r_287_18,3,5,124,53,1.00,single
3087,r_288_01,6,1,114,94,1.00,single
3088,r_288_02,5,10,121,73,1.00,single
3089,r_288_03,2,1,123,68,1.00,single
3090,r_288_04,7,0,128,65,1.00,single
3091,r_288_05,4,8,121,69,1.00,single
3092,r_288_06,7,0,124,62,1.00,single
3093,r_288_07,0,3,119,75,1.00,single
3094,r_288_08,0,2,132,69,1.00,single
3095,r_288_09,45,34,114,79,0.60,single
3096,r_288_10,3,6,126,59,1.00,single
3097,r_288_11,17,9,113,79,1.00,single
3098,r_288_12,13,9,92,70,0.99,single
3099,r_288_13,2,6,119,68,1.00,single
3100,r_288_14,4,0,124,71,1.00,single
3101,r_288_15,0,5,129,60,1.00,single
3102,r_290_01,2,9,124,65,1.00,single
3103,r_290_02,4,3,118,60,1.00,single
3104,r_290_03,6,0,141,56,1.00,single
3105,r_290_04,2,5,124,48,1.00,single
3106,r_290_05,2,0,126,60,1.00,single
3107,r_291_01,15,9,118,54,0.99,single
3108,r_291_02,1,1,124,47,1.00,single
3109,r_292_02,6,5,117,112,1.00,single
3110,r_292_03,2,1,117,90,1.00,single
3111,r_292_04,4,5,121,88,1.00,single
3112,r_292_05,2,2,116,105,1.00,single
3113,r_292_06,1,3,103,104,1.00,single
3114,r_292_08,1,3,133,72,1.00,single
3115,r_292_09,9,5,126,85,1.00,single
3116,r_292_10,4,7,128,83,1.00,single
3117,r_292_11,6,0,110,107,1.00,single
3118,r_292_12,3,1,126,67,1.00,single
3119,r_292_13,2,5,118,71,1.00,single
3120,r_292_14,4,1,124,93,1.00,single
3121,r_292_15,2,1,126,68,1.00,single
3122,r_292_16,2,8,119,72,1.00,single
3123,r_292_17,2,11,125,75,1.00,single
3124,r_293_01,12,6,129,77,1.00,single
3125,r_293_02,6,0,119,56,1.00,single
3126,r_293_03,8,1,111,84,1.00,single
3127,r_293_04,2,0,122,56,1.00,single
3128,r_293_05,4,5,122,53,1.00,single
3129,r_293_06,4,1,124,48,1.00,single
3130,r_293_07,6,7,119,72,1.00,single
3131,r_293_08,12,0,67,110,1.00,single
3132,r_293_09,2,6,122,65,1.00,single
3133,r_293_10,5,2,123,41,1.00,single
3134,r_293_11,0,2,111,89,1.00,single
3135,r_293_12,7,1,120,68,1.00,single
3136,r_293_13,4,8,122,45,1.00,single
3137,r_293_14,9,0,117,46,1.00,single
3138,r_294_01,3,8,130,59,1.00,single
3139,r_294_02,1,5,122,83,1.00,single
3140,r_294_03,0,3,123,53,1.00,single
3141,r_294_04,1,4,120,88,1.00,single
3142,r_294_05,6,8,105,44,1.00,single
3143,r_294_06,5,3,128,81,1.00,single
3144,r_294_07,5,9,125,47,0.99,single
3145,r_294_08,6,5,121,59,1.00,single
3146,r_294_09,0,2,111,73,1.00,single
3147,r_294_10,4,5,115,46,1.00,single
3148,r_294_11,11,4,134,66,1.00,single
3149,r_294_12,2,7,118,57,1.00,single
3150,r_294_13,3,1,120,66,1.00,single
3151,r_294_14,1,0,120,62,1.00,single
3152,r_294_15,5,1,121,69,1.00,single
3153,r_294_16,6,4,124,58,1.00,single
3154,r_294_17,3,7,131,61,1.00,single
3155,r_294_18,7,7,119,75,1.00,single
3156,r_294_19,0,0,110,59,1.00,single
3157,r_294_20,4,1,120,85,1.00,single
3158,r_295_01,5,2,127,63,1.00,single
3159,r_295_02,6,9,115,79,1.00,single
3160,r_295_03,9,9,116,67,1.00,single
3161,r_295_04,7,4,127,69,1.00,single
3162,r_295_05,7,9,129,74,1.00,single
3163,r_296_01,3,1,123,69,1.00,single
3164,r_296_02,5,5,118,72,1.00,single
3165,r_296_03,18,9,112,64,1.00,single
3166,r_296_04,3,2,122,57,1.00,single
3167,r_296_05,2,4,118,67,1.00,single
3168,r_296_06,0,1,123,83,1.00,single
3169,r_296_07,4,0,124,75,1.00,single
3170,r_296_08,5,10,120,70,1.00,single
3171,r_296_09,2,1,132,72,1.00,single
3172,r_296_10,3,4,123,48,1.00,single
3173,r_297_01,0,0,124,80,1.00,single
3174,r_297_02,0,8,124,57,1.00,single
3175,r_297_03,5,13,119,79,0.99,single
3176,r_297_04,4,10,121,60,1.00,single
3177,r_297_05,6,7,124,58,1.00,single
3178,r_297_06,6,7,123,66,1.00,single
3179,r_297_07,2,0,126,57,1.00,single
3180,r_297_08,1,1,133,59,1.00,single
3181,r_297_09,0,6,123,69,1.00,single
3182,r_299_02,2,0,110,75,1.00,single
3183,r_299_03,0,2,122,90,1.00,single
3184,r_300_01,1,6,121,83,1.00,single
3185,r_300_02,0,0,125,87,1.00,single
3186,r_300_03,2,10,109,94,1.00,single
3187,r_300_04,2,4,123,89,1.00,single
3188,r_301_01,2,6,125,97,1.00,single
3189,r_301_02,4,3,119,91,1.00,single
3190,r_301_03,11,6,118,95,1.00,single
3191,r_301_04,3,1,116,89,1.00,single
3192,r_301_05,9,0,116,91,1.00,single
3193,r_301_06,3,11,126,67,1.00,single
3194,r_301_07,9,5,109,80,1.00,single
3195,r_302_01,17,4,122,63,1.00,single
3196,r_302_02,5,3,124,53,1.00,single
3197,r_302_03,3,1,122,60,1.00,single
3198,r_305_01,2,1,126,78,1.00,single
3199,r_305_02,0,5,128,63,1.00,single
3200,r_305_03,3,1,122,71,1.00,single
3201,r_305_04,0,2,132,63,1.00,single
3202,r_305_05,0,7,130,50,1.00,single
3203,r_305_06,11,4,123,65,1.00,single
3204,r_305_07,8,8,115,61,0.96,single
3205,r_305_08,0,3,132,57,1.00,single
3206,r_305_09,0,6,126,62,1.00,single
3207,r_305_10,0,6,130,61,1.00,single
3208,r_305_11,1,3,126,57,1.00,single
3209,r_305_12,0,1,134,44,1.00,single
3210,r_305_13,6,12,121,68,1.00,single
3211,r_305_14,3,0,119,66,1.00,single
3212,r_305_15,6,2,121,40,1.00,single
3213,r_305_16,7,0,122,74,1.00,single
3214,r_305_17,0,4,125,61,1.00,single
3215,r_306_01,2,0,123,77,0.60,single
3216,r_306_02,2,0,130,66,1.00,single
3217,r_306_03,7,6,121,68,1.00,single
3218,r_306_04,19,7,108,59,0.81,single
3219,r_306_05,4,7,131,72,1.00,single
3220,r_306_06,1,4,128,80,1.00,single
3221,r_306_07,1,7,122,73,1.00,single
3222,r_306_08,3,0,126,83,1.00,single
3223,r_306_09,4,1,130,71,1.00,single
3224,r_306_10,2,4,125,57,1.00,single
3225,r_306_11,0,13,121,54,1.00,single
3226,r_306_12,0,5,90,115,1.00,single
3227,r_307_01,6,7,79,112,1.00,single
3228,r_307_02,1,0,123,97,1.00,single
3229,r_307_03,3,5,116,116,1.00,single
3230,r_307_04,2,2,125,74,1.00,single
3231,r_307_05,13,9,115,64,1.00,single
3232,r_307_06,10,0,115,100,1.00,single
3233,r_307_07,18,8,122,82,1.00,single
3234,r_307_08,6,0,113,92,1.00,single
3235,r_307_09,3,9,123,77,1.00,single
3236,r_307_10,4,4,121,74,1.00,single
3237,r_307_11,16,6,132,57,0.98,single
3238,r_307_12,7,0,121,85,0.99,single
3239,r_309_01,1,0,119,84,1.00,single
3240,r_309_02,1,4,121,59,1.00,single
3241,r_309_03,7,0,118,76,1.00,single
3242,r_309_04,1,0,124,88,1.00,single
3243,r_309_05,3,0,120,85,1.00,single
3244,r_309_06,1,2,125,89,1.00,single
3245,r_309_07,3,0,132,74,1.00,single
3246,r_309_08,6,12,112,79,1.00,single
3247,r_309_09,4,0,119,73,1.00,single
3248,r_309_10,3,0,112,94,1.00,single
3249,r_309_11,0,0,80,78,1.00,single
3250,r_310_01,3,0,122,62,1.00,single
3251,r_310_02,9,1,129,47,1.00,single
3252,r_310_03,2,3,122,59,1.00,single
3253,r_310_04,0,10,112,69,1.00,single
3254,r_310_05,5,8,125,75,1.00,single
3255,r_310_06,0,4,125,57,1.00,single
3256,r_310_07,3,3,118,66,1.00,single
3257,r_310_08,2,3,122,63,1.00,single
3258,r_310_09,0,7,112,53,1.00,single
3259,r_310_10,16,0,125,72,0.96,single
3260,r_311_01,5,0,112,94,1.00,single
3261,r_311_02,2,7,120,52,0.99,single
3262,r_312_01,2,10,120,63,1.00,single
3263,r_312_02,0,0,124,78,1.00,single
3264,r_312_03,12,0,115,53,0.80,single
3265,r_312_04,5,11,121,87,1.00,single
3266,r_312_05,6,5,123,74,1.00,single
3267,r_312_06,3,8,131,57,1.00,single
3268,r_312_07,0,7,130,67,0.98,single
3269,r_312_08,6,4,128,45,1.00,single
3270,r_312_09,0,5,131,78,1.00,single
3271,r_312_10,3,0,122,52,1.00,single
3272,r_312_11,0,2,125,82,1.00,single
3273,r_312_12,0,4,125,68,1.00,single
3274,r_312_13,0,0,126,81,1.00,single
3275,r_312_14,0,2,127,56,1.00,single
3276,r_312_15,3,0,121,62,1.00,single
3277,r_312_16,0,0,127,59,1.00,single
3278,r_312_17,11,5,129,64,1.00,single
3279,r_312_18,1,4,127,53,1.00,single
3280,r_312_19,0,0,125,66,1.00,single
3281,r_312_20,3,6,130,56,1.00,single
3282,r_313_01,0,9,128,56,1.00,single
3283,r_313_02,7,2,126,83,1.00,single
3284,r_313_03,0,3,121,44,1.00,single
3285,r_313_04,6,9,115,86,1.00,single
3286,r_313_05,10,11,122,76,1.00,single
3287,r_313_06,0,4,131,61,1.00,single
3288,r_313_07,3,16,123,72,1.00,single
3289,r_313_08,0,6,134,52,1.00,single
3290,r_313_09,0,3,125,72,1.00,single
3291,r_313_10,0,3,132,50,1.00,single
3292,r_313_11,4,16,123,70,0.93,single
3293,r_313_12,0,7,134,80,1.00,single
3294,r_315_01,3,8,124,77,1.00,single
3295,r_315_02,3,0,116,92,1.00,single
3296,r_315_03,1,1,116,111,1.00,single
3297,r_315_04,7,3,117,103,1.00,single
3298,r_316_01,4,6,122,69,1.00,single
3299,r_316_02,0,0,126,71,1.00,single
3300,r_316_03,8,9,120,70,1.00,single
3301,r_316_04,1,15,120,82,1.00,single
3302,r_316_05,0,4,122,93,1.00,single
3303,r_316_06,0,9,120,90,1.00,single
3304,r_317_01,2,2,83,105,1.00,single
3305,r_317_02,11,13,75,103,0.99,single
3306,r_317_03,11,15,81,100,1.00,single
3307,r_317_04,35,3,89,82,0.94,single
3308,r_317_05,2,1,76,93,1.00,single
3309,r_317_06,9,0,85,71,1.00,single
3310,r_317_07,5,11,75,94,1.00,single
3311,r_317_08,2,6,63,98,1.00,single
3312,r_317_09,6,1,89,105,1.00,single
3313,r_317_10,0,14,86,75,1.00,single
3314,r_317_11,0,2,68,102,1.00,single
3315,r_317_12,0,12,162,102,1.00,single
3316,r_317_13,3,13,83,85,1.00,single
3317,r_317_14,2,5,75,101,1.00,single
3318,r_317_15,2,3,84,90,1.00,single
3319,r_318_01,0,0,125,64,1.00,single
3320,r_318_02,1,0,124,63,1.00,single
3321,r_318_03,3,0,119,69,1.00,single
3322,r_318_04,2,1,126,62,1.00,single
3323,r_318_05,0,7,129,68,1.00,single
3324,r_318_06,5,0,115,81,1.00,single
3325,r_318_07,4,3,114,77,1.00,single
3326,r_318_08,1,2,122,69,1.00,single
3327,r_318_09,0,6,133,54,1.00,single
3328,r_318_10,6,0,130,61,1.00,single
3329,r_318_11,0,8,124,74,1.00,single
3330,r_318_12,3,0,116,91,1.00,single
3331,r_318_13,5,4,119,76,1.00,single
3332,r_318_14,8,5,111,79,1.00,single
3333,r_318_15,6,0,123,75,1.00,single
3334,r_318_16,2,5,115,58,0.98,single
3335,r_318_17,1,2,123,59,1.00,single
3336,r_318_18,8,8,115,66,1.00,single
3337,r_318_19,3,1,110,78,1.00,single
3338,r_318_20,13,0,115,77,0.96,single
3339,r_318_21,9,10,96,88,1.00,single
3340,r_318_22,4,3,120,93,1.00,single
3341,r_318_23,6,5,102,107,0.99,single
3342,r_318_24,9,15,122,73,0.99,single
3343,r_318_25,0,4,61,53,1.00,single
3344,r_318_26,4,2,114,108,1.00,single
3345,r_319_01,0,4,131,64,1.00,single
3346,r_319_02,5,1,114,71,1.00,single
3347,r_319_03,7,0,113,66,1.00,single
3348,r_319_04,9,7,114,85,1.00,single
3349,r_319_05,4,9,123,78,1.00,single
3350,r_319_06,7,3,98,72,1.00,single
3351,r_319_07,4,2,125,81,1.00,single
3352,r_319_08,0,7,127,57,1.00,single
3353,r_319_09,6,5,112,71,1.00,single
3354,r_319_10,5,17,113,101,1.00,single
3355,r_320_01,2,4,124,44,1.00,single
3356,r_320_02,0,6,129,57,1.00,single
3357,r_320_03,4,5,121,57,1.00,single
3358,r_320_04,4,13,131,62,1.00,single
3359,r_320_05,7,5,102,94,1.00,single
3360,r_320_06,3,3,131,56,1.00,single
3361,r_320_07,4,10,117,62,1.00,single
3362,r_320_08,0,5,132,56,1.00,single
3363,r_320_09,3,0,130,52,1.00,single
3364,r_320_10,7,5,130,60,1.00,single
3365,r_320_11,0,0,131,47,1.00,single
3366,r_320_12,0,7,125,69,1.00,single
3367,r_320_13,1,6,130,57,1.00,single
3368,r_320_14,1,0,131,56,1.00,single
3369,r_320_15,3,7,129,58,1.00,single
3370,r_321_01,4,0,121,92,1.00,single
3371,r_321_02,6,6,104,96,1.00,single
3372,r_321_03,6,4,128,45,1.00,single
3373,r_321_04,2,3,132,71,1.00,single
3374,r_321_05,1,4,119,95,1.00,single
3375,r_322_01,5,0,122,92,1.00,single
3376,r_322_02,2,0,121,87,1.00,single
3377,r_322_03,4,0,88,106,1.00,single
3378,r_322_04,8,2,120,94,1.00,single
3379,r_322_05,7,0,91,102,1.00,single
3380,r_322_06,20,12,113,95,1.00,single
3381,r_323_01,0,0,102,107,1.00,single
3382,r_323_02,6,10,107,90,1.00,single
3383,r_323_03,9,1,96,93,1.00,single
3384,r_323_04,4,3,97,105,1.00,single
3385,r_323_05,12,3,86,115,1.00,single
3386,r_323_06,7,4,113,90,1.00,single
3387,r_323_07,5,6,100,111,1.00,single
3388,r_323_08,4,15,97,112,1.00,single
3389,r_323_09,7,3,114,83,1.00,single
3390,r_323_10,3,2,110,102,1.00,single
3391,r_324_01,0,12,103,83,1.00,single
3392,r_324_02,0,1,133,78,1.00,single
3393,r_325_01,3,5,112,110,1.00,single
3394,r_326_01,5,1,120,100,1.00,single
3395,r_326_02,6,2,127,83,1.00,single
3396,r_326_03,0,2,124,65,1.00,single
3397,r_326_04,0,26,111,102,1.00,single
3398,r_326_05,1,4,128,61,1.00,single
3399,r_326_06,1,5,122,85,1.00,single
3400,r_326_07,0,4,124,62,1.00,single
3401,r_326_08,0,1,131,57,1.00,single
3402,r_326_09,1,23,122,80,0.99,single
3403,r_326_10,5,8,126,59,1.00,single
3404,r_327_01,8,0,61,123,1.00,single
3405,r_327_02,7,8,126,81,1.00,single
3406,r_327_03,13,0,82,137,1.00,single
3407,r_328_01,0,7,118,57,1.00,single
3408,r_328_02,1,10,124,65,1.00,single
3409,r_328_03,3,8,126,69,1.00,single
3410,r_328_04,4,11,117,78,1.00,single
3411,r_328_05,1,4,130,70,1.00,single
3412,r_328_06,1,2,125,65,1.00,single
3413,r_328_07,2,5,125,53,1.00,single
3414,r_328_08,1,3,117,99,1.00,single
3415,r_328_09,3,0,120,86,1.00,single
3416,r_328_10,24,6,122,71,1.00,single
3417,r_330_01,1,0,132,97,1.00,single
3418,r_330_02,3,8,121,91,1.00,single
3419,r_330_03,2,11,123,70,1.00,single
3420,r_330_04,0,2,130,83,1.00,single
3421,r_330_05,1,3,124,82,1.00,single
3422,r_330_06,11,6,125,92,1.00,single
3423,r_330_07,0,3,121,80,1.00,single
3424,r_330_08,1,6,116,80,1.00,single
3425,r_330_09,8,5,118,68,1.00,single
3426,r_330_10,0,4,114,113,1.00,single
3427,r_330_11,0,2,131,64,1.00,single
3428,r_330_12,3,5,123,94,1.00,single
3429,r_330_13,1,4,91,118,1.00,single
3430,r_330_14,10,2,131,74,1.00,single
3431,r_330_15,20,3,118,86,1.00,single
3432,r_330_16,2,0,124,75,1.00,single
3433,r_330_17,3,0,125,90,1.00,single
3434,r_330_18,4,2,125,63,1.00,single
3435,r_330_19,13,11,109,78,1.00,single
3436,r_331_01,5,2,117,82,1.00,single
3437,r_331_02,1,0,117,75,1.00,single
3438,r_331_03,1,1,120,64,1.00,single
3439,r_331_04,4,7,118,61,1.00,single
3440,r_331_05,3,2,123,72,1.00,single
3441,r_331_06,4,1,119,66,1.00,single
3442,r_331_07,4,1,122,101,1.00,single
3443,r_331_08,7,9,94,60,0.97,single
3444,r_331_09,9,0,119,85,1.00,single
3445,r_331_10,2,0,113,69,1.00,single
3446,r_331_11,0,3,133,46,1.00,single
3447,r_331_12,9,2,126,48,1.00,single
3448,r_332_01,3,0,113,99,1.00,single
3449,r_332_02,8,1,116,74,1.00,single
3450,r_332_03,5,4,124,85,1.00,single
3451,r_332_04,4,3,118,95,1.00,single
3452,r_332_05,4,1,124,77,1.00,single
3453,r_332_06,1,2,121,85,1.00,single
3454,r_332_07,5,7,101,101,1.00,single
3455,r_332_08,3,2,109,106,1.00,single
3456,r_332_09,0,3,119,77,1.00,single
3457,r_332_10,5,5,128,90,1.00,single
3458,r_332_11,0,0,119,89,1.00,single
3459,r_332_12,2,5,121,83,1.00,single
3460,r_332_13,7,3,105,120,1.00,single
3461,r_332_14,7,2,95,104,1.00,single
3462,r_332_15,3,4,119,83,1.00,single
3463,r_332_16,3,1,121,96,1.00,single
3464,r_332_17,1,9,98,117,1.00,single
3465,r_332_18,16,5,123,104,1.00,single
3466,r_332_19,7,0,118,100,1.00,single
3467,r_332_20,3,1,118,80,1.00,single
3468,r_332_21,2,3,128,69,1.00,single
3469,r_332_22,4,9,124,69,1.00,single
3470,r_332_23,3,7,115,70,1.00,single
3471,r_332_24,4,4,118,100,1.00,single
3472,r_332_25,7,1,113,83,1.00,single
3473,r_332_26,2,4,119,79,1.00,single
3474,r_332_27,1,1,122,88,1.00,single
3475,r_333_01,3,3,123,103,1.00,single
3476,r_333_02,8,10,118,98,1.00,single
3477,r_333_03,4,5,110,98,1.00,single
3478,r_333_04,5,0,122,89,1.00,single
3479,r_333_05,4,1,123,106,1.00,single
3480,r_333_06,3,0,122,86,1.00,single
3481,r_333_07,6,1,120,89,1.00,single
3482,r_333_08,3,3,112,93,1.00,single
3483,r_333_09,3,1,122,100,1.00,single
3484,r_334_01,6,4,124,68,1.00,single
3485,r_334_02,1,4,114,72,1.00,single
3486,r_334_03,12,2,117,67,1.00,single
3487,r_334_04,14,7,114,56,1.00,single
3488,r_334_05,2,10,120,71,1.00,single
3489,r_334_06,4,5,120,58,1.00,single
3490,r_334_07,5,6,124,61,1.00,single
3491,r_334_08,7,6,113,78,1.00,single
3492,r_334_09,3,3,111,64,1.00,single
3493,r_335_01,3,5,120,63,1.00,single
3494,r_335_02,2,8,124,66,1.00,single
3495,r_335_03,5,8,124,68,1.00,single
3496,r_335_04,0,7,123,65,1.00,single
3497,r_335_05,5,6,111,74,1.00,single
3498,r_335_06,4,0,118,109,1.00,single
3499,r_335_07,2,1,124,85,1.00,single
3500,r_337_01,2,1,114,89,1.00,single
3501,r_337_02,9,0,132,70,1.00,single
3502,r_337_03,2,2,122,73,1.00,single
3503,r_337_04,3,0,128,57,1.00,single
3504,r_337_05,5,5,124,81,1.00,single
3505,r_338_01,2,0,132,52,1.00,single
3506,r_338_02,13,0,54,130,1.00,single
3507,r_338_03,3,4,124,60,1.00,single
3508,r_338_04,13,6,124,65,1.00,single
3509,r_338_05,7,7,122,70,1.00,single
3510,r_338_06,1,7,118,51,1.00,single
3511,r_338_07,3,1,120,55,1.00,single
3512,r_338_08,4,1,114,78,1.00,single
3513,r_338_09,0,3,116,65,1.00,single
3514,r_338_10,1,0,124,63,1.00,single
3515,r_338_11,3,7,121,62,1.00,single
3516,r_338_12,0,4,123,64,1.00,single
3517,r_338_13,1,3,129,57,1.00,single
3518,r_338_14,2,2,131,87,1.00,single
